city,year,month,month_name,average_temperature,average_high_temperature,average_low_temperature,average_temperature_range,total_precipitation,rainy_days,heavy_rain_days,hot_days,comfortable_days,average_max_wind_speed,average_tourism_score,number_of_days,rainy_day_percentage,hot_day_percentage,comfortable_day_percentage
Oaxaca,2025,12,December,18.016129032258064,25.061290322580643,11.725806451612904,13.33548387096774,8.1,1,0,0,28,11.448387096774193,2.870967741935484,31,3.225806451612903,0.0,90.32258064516128
Puerto Vallarta,2023,1,January,21.538709677419355,25.980645161290322,17.58709677419355,8.393548387096773,0.6000000000000001,0,0,0,31,14.548387096774194,3.0,31,0.0,0.0,100.0
Puerto Vallarta,2023,2,February,21.303571428571427,26.196428571428573,16.867857142857144,9.328571428571427,0.0,0,0,0,28,15.553571428571429,3.0,28,0.0,0.0,100.0
Puerto Vallarta,2023,3,March,21.58709677419355,26.493548387096773,17.041935483870965,9.451612903225806,0.0,0,0,0,31,16.677419354838708,3.0,31,0.0,0.0,100.0
Puerto Vallarta,2023,4,April,22.683333333333334,27.44333333333333,17.873333333333335,9.57,0.2,0,0,0,30,16.983333333333334,3.0,30,0.0,0.0,100.0
Puerto Vallarta,2023,5,May,25.509677419354837,30.309677419354838,20.86774193548387,9.441935483870967,0.1,0,0,2,9,16.90967741935484,2.2903225806451615,31,0.0,6.451612903225806,29.03225806451613
Puerto Vallarta,2023,6,June,27.083333333333332,30.69333333333333,23.39,7.303333333333333,60.900000000000006,3,1,4,11,17.613333333333333,2.2666666666666666,30,10.0,13.333333333333334,36.666666666666664
Puerto Vallarta,2023,7,July,27.925806451612903,31.52258064516129,25.074193548387097,6.448387096774193,266.7,19,2,12,2,12.461290322580645,1.6451612903225807,31,61.29032258064516,38.70967741935484,6.451612903225806
Puerto Vallarta,2023,8,August,27.80322580645161,31.31935483870968,25.225806451612904,6.093548387096774,181.1,26,0,8,2,11.77741935483871,1.6129032258064515,31,83.87096774193549,25.806451612903224,6.451612903225806
Puerto Vallarta,2023,9,September,28.003333333333334,31.42,25.34333333333333,6.076666666666667,139.7,22,0,7,2,12.823333333333332,1.7666666666666666,30,73.33333333333333,23.333333333333332,6.666666666666667
Puerto Vallarta,2023,10,October,26.87741935483871,30.177419354838708,24.07741935483871,6.1,234.6,14,3,1,13,12.651612903225805,2.129032258064516,31,45.16129032258064,3.225806451612903,41.935483870967744
Puerto Vallarta,2023,11,November,25.956666666666667,29.886666666666667,22.67,7.216666666666667,14.1,3,0,0,12,12.673333333333334,2.3666666666666667,30,10.0,0.0,40.0
Puerto Vallarta,2023,12,December,23.706451612903226,28.516129032258064,19.861290322580647,8.654838709677419,8.9,2,0,0,23,12.174193548387096,2.7419354838709675,31,6.451612903225806,0.0,74.19354838709677
Puerto Vallarta,2024,1,January,22.019354838709678,26.55806451612903,18.200000000000003,8.358064516129033,2.5,1,0,0,31,12.861290322580645,3.0,31,3.225806451612903,0.0,100.0
Puerto Vallarta,2024,2,February,21.82758620689655,26.74137931034483,17.74137931034483,9.0,40.7,5,0,0,28,13.76896551724138,2.8620689655172415,29,17.24137931034483,0.0,96.55172413793103
Puerto Vallarta,2024,3,March,21.729032258064517,27.364516129032257,16.5258064516129,10.838709677419354,0.0,0,0,0,30,15.625806451612904,2.967741935483871,31,0.0,0.0,96.7741935483871
Puerto Vallarta,2024,4,April,22.153333333333332,27.39333333333333,17.240000000000002,10.153333333333334,0.0,0,0,0,29,16.836666666666666,2.966666666666667,30,0.0,0.0,96.66666666666667
Puerto Vallarta,2024,5,May,24.55483870967742,29.532258064516128,19.9,9.63225806451613,0.0,0,0,0,20,17.312903225806455,2.6451612903225805,31,0.0,0.0,64.51612903225806
Puerto Vallarta,2024,6,June,26.46333333333333,29.633333333333333,23.67,5.963333333333334,89.9,10,2,3,18,15.556666666666667,2.433333333333333,30,33.33333333333333,10.0,60.0
Puerto Vallarta,2024,7,July,27.23548387096774,30.603225806451615,24.5,6.103225806451612,168.7,21,3,3,9,12.670967741935485,1.935483870967742,31,67.74193548387096,9.67741935483871,29.03225806451613
Puerto Vallarta,2024,8,August,27.383870967741935,30.9741935483871,24.716129032258067,6.258064516129032,193.8,26,1,4,6,10.567741935483872,1.7096774193548387,31,83.87096774193549,12.903225806451612,19.35483870967742
Puerto Vallarta,2024,9,September,27.459999999999997,30.85666666666667,24.77,6.086666666666668,145.3,22,1,3,6,11.993333333333334,1.8666666666666667,30,73.33333333333333,10.0,20.0
Puerto Vallarta,2024,10,October,27.241935483870968,30.9741935483871,23.951612903225808,7.02258064516129,74.1,10,1,4,5,13.13225806451613,2.032258064516129,31,32.25806451612903,12.903225806451612,16.129032258064516
Puerto Vallarta,2024,11,November,25.126666666666665,29.209999999999997,21.403333333333332,7.806666666666667,11.7,2,0,1,18,14.2,2.566666666666667,30,6.666666666666667,3.3333333333333335,60.0
Puerto Vallarta,2024,12,December,22.448387096774194,27.451612903225808,18.048387096774192,9.403225806451612,0.0,0,0,0,31,14.203225806451613,3.0,31,0.0,0.0,100.0
Puerto Vallarta,2025,1,January,20.780645161290323,25.693548387096776,16.661290322580644,9.03225806451613,23.900000000000002,3,0,0,30,14.667741935483871,2.903225806451613,31,9.67741935483871,0.0,96.7741935483871
Puerto Vallarta,2025,2,February,21.642857142857142,27.614285714285717,16.27857142857143,11.335714285714285,0.0,0,0,0,27,17.067857142857143,2.9642857142857144,28,0.0,0.0,96.42857142857143
Puerto Vallarta,2025,3,March,21.0,27.04516129032258,15.01290322580645,12.03225806451613,0.0,0,0,0,31,18.009677419354837,3.0,31,0.0,0.0,100.0
Puerto Vallarta,2025,4,April,22.603333333333335,27.706666666666667,17.43,10.276666666666667,0.0,0,0,0,29,19.5,2.966666666666667,30,0.0,0.0,96.66666666666667
Puerto Vallarta,2025,5,May,25.851612903225806,31.280645161290323,20.538709677419355,10.741935483870968,10.9,3,0,9,5,18.858064516129033,2.129032258064516,31,9.67741935483871,29.03225806451613,16.129032258064516
Puerto Vallarta,2025,6,June,27.63,31.276666666666664,24.84,6.4366666666666665,231.20000000000002,18,3,12,7,16.433333333333334,1.8333333333333333,30,60.0,40.0,23.333333333333332
Puerto Vallarta,2025,7,July,27.519354838709678,31.212903225806453,24.25483870967742,6.958064516129032,165.1,22,2,11,4,13.358064516129033,1.8064516129032258,31,70.96774193548387,35.483870967741936,12.903225806451612
Puerto Vallarta,2025,8,August,27.532258064516128,31.41290322580645,24.470967741935485,6.941935483870967,172.8,25,0,9,2,12.77741935483871,1.6451612903225807,31,80.64516129032258,29.03225806451613,6.451612903225806
Puerto Vallarta,2025,9,September,27.290000000000003,31.043333333333333,24.48,6.563333333333333,139.9,23,0,3,4,13.356666666666666,1.7333333333333334,30,76.66666666666667,10.0,13.333333333333334
Puerto Vallarta,2025,10,October,27.838709677419356,31.729032258064517,24.570967741935487,7.158064516129032,71.8,18,0,14,3,14.341935483870968,1.967741935483871,31,58.06451612903226,45.16129032258064,9.67741935483871
Puerto Vallarta,2025,11,November,26.186666666666667,31.553333333333335,21.44,10.113333333333333,0.9,0,0,7,3,14.889999999999999,2.1,30,0.0,23.333333333333332,10.0
Puerto Vallarta,2025,12,December,23.893548387096775,28.603225806451615,20.029032258064515,8.574193548387097,23.800000000000004,3,1,0,29,14.458064516129031,2.903225806451613,31,9.67741935483871,0.0,93.54838709677419
Tulum,2023,1,January,24.774193548387096,27.34193548387097,22.75483870967742,4.587096774193548,56.7,14,0,0,31,18.541935483870965,2.935483870967742,31,45.16129032258064,0.0,100.0
Tulum,2023,2,February,25.071428571428573,27.892857142857142,23.00357142857143,4.889285714285714,46.4,13,0,0,28,19.710714285714285,2.9285714285714284,28,46.42857142857143,0.0,100.0
Tulum,2023,3,March,25.83225806451613,28.593548387096774,23.716129032258067,4.877419354838709,78.0,10,1,0,31,20.193548387096776,2.838709677419355,31,32.25806451612903,0.0,100.0
Tulum,2023,4,April,26.62,29.8,24.216666666666665,5.583333333333333,29.8,3,0,1,18,18.293333333333333,2.533333333333333,30,10.0,3.3333333333333335,60.0
Tulum,2023,5,May,27.516129032258064,31.19677419354839,24.299999999999997,6.896774193548388,98.80000000000001,14,1,5,2,16.348387096774193,1.903225806451613,31,45.16129032258064,16.129032258064516,6.451612903225806
Tulum,2023,6,June,28.486666666666668,31.82,25.86,5.96,113.2,18,0,11,0,17.523333333333333,1.7666666666666666,30,60.0,36.666666666666664,0.0
Tulum,2023,7,July,28.851612903225806,32.26129032258065,26.225806451612904,6.035483870967742,116.2,19,0,22,1,16.46451612903226,1.8064516129032258,31,61.29032258064516,70.96774193548387,3.225806451612903
Tulum,2023,8,August,28.529032258064515,32.193548387096776,25.75483870967742,6.438709677419355,197.8,22,4,22,4,15.096774193548388,1.8064516129032258,31,70.96774193548387,70.96774193548387,12.903225806451612
Tulum,2023,9,September,27.94,32.09,24.91,7.1800000000000015,134.9,20,1,22,2,12.59,1.7333333333333334,30,66.66666666666666,73.33333333333333,6.666666666666667
Tulum,2023,10,October,27.216129032258067,31.074193548387097,24.306451612903224,6.767741935483872,70.0,18,0,9,5,14.832258064516129,2.032258064516129,31,58.06451612903226,29.03225806451613,16.129032258064516
Tulum,2023,11,November,25.623333333333335,29.203333333333333,22.883333333333333,6.320000000000001,118.0,18,1,0,28,16.0,2.7666666666666666,30,60.0,0.0,93.33333333333333
Tulum,2023,12,December,23.932258064516127,27.287096774193547,21.229032258064517,6.058064516129033,89.39999999999999,15,0,0,31,16.325806451612905,2.774193548387097,31,48.38709677419355,0.0,100.0
Tulum,2024,1,January,24.793548387096774,27.929032258064513,22.293548387096774,5.635483870967742,65.5,18,0,0,31,17.89032258064516,2.935483870967742,31,58.06451612903226,0.0,100.0
Tulum,2024,2,February,23.641379310344828,27.558620689655175,20.317241379310346,7.241379310344827,22.7,6,0,0,28,18.162068965517243,2.896551724137931,29,20.689655172413794,0.0,96.55172413793103
Tulum,2024,3,March,26.596774193548388,29.712903225806453,24.26451612903226,5.448387096774193,31.8,13,0,2,23,19.01290322580645,2.7419354838709675,31,41.935483870967744,6.451612903225806,74.19354838709677
Tulum,2024,4,April,26.959999999999997,30.25,24.34,5.91,55.3,7,1,1,14,19.546666666666667,2.3333333333333335,30,23.333333333333332,3.3333333333333335,46.666666666666664
Tulum,2024,5,May,29.041935483870965,31.80322580645161,27.17096774193548,4.632258064516129,13.4,2,0,11,0,20.177419354838708,2.0,31,6.451612903225806,35.483870967741936,0.0
Tulum,2024,6,June,27.716666666666665,30.523333333333333,25.470000000000002,5.053333333333333,517.8,23,13,9,11,18.986666666666668,1.7666666666666666,30,76.66666666666667,30.0,36.666666666666664
Tulum,2024,7,July,28.174193548387095,31.05483870967742,25.91290322580645,5.141935483870968,158.5,20,1,4,7,16.5,1.8709677419354838,31,64.51612903225806,12.903225806451612,22.58064516129032
Tulum,2024,8,August,27.864516129032257,31.72258064516129,24.996774193548386,6.725806451612903,164.9,23,0,18,3,13.01290322580645,1.6774193548387097,31,74.19354838709677,58.06451612903226,9.67741935483871
Tulum,2024,9,September,27.91,31.290000000000003,25.523333333333333,5.766666666666667,215.7,26,2,11,6,15.023333333333333,1.7666666666666666,30,86.66666666666667,36.666666666666664,20.0
Tulum,2024,10,October,26.061290322580643,29.66774193548387,23.58709677419355,6.080645161290323,276.0,22,3,2,16,15.938709677419356,2.064516129032258,31,70.96774193548387,6.451612903225806,51.61290322580645
Tulum,2024,11,November,25.333333333333332,29.436666666666667,22.220000000000002,7.216666666666667,120.89999999999999,15,1,0,17,14.743333333333334,2.4,30,50.0,0.0,56.666666666666664
Tulum,2024,12,December,23.67096774193548,27.42258064516129,20.85483870967742,6.567741935483871,101.7,13,2,0,31,15.887096774193548,2.806451612903226,31,41.935483870967744,0.0,100.0
Tulum,2025,1,January,23.758064516129032,27.112903225806452,21.03548387096774,6.077419354838709,48.1,13,0,0,30,17.03548387096774,2.903225806451613,31,41.935483870967744,0.0,96.7741935483871
Tulum,2025,2,February,25.289285714285715,28.789285714285715,22.710714285714285,6.078571428571428,76.6,12,2,0,27,17.014285714285712,2.857142857142857,28,42.857142857142854,0.0,96.42857142857143
Tulum,2025,3,March,26.190322580645162,29.97741935483871,23.138709677419353,6.838709677419355,26.4,9,0,0,14,19.183870967741935,2.3870967741935485,31,29.03225806451613,0.0,45.16129032258064
Tulum,2025,4,April,26.39,30.386666666666667,23.03666666666667,7.35,31.2,11,0,0,7,20.613333333333333,2.2333333333333334,30,36.666666666666664,0.0,23.333333333333332
Tulum,2025,5,May,28.29032258064516,31.370967741935484,25.929032258064513,5.441935483870967,58.2,12,1,10,1,18.480645161290322,1.967741935483871,31,38.70967741935484,32.25806451612903,3.225806451612903
Tulum,2025,6,June,27.946666666666665,31.10666666666667,25.596666666666668,5.510000000000001,219.0,23,3,6,3,19.490000000000002,1.7333333333333334,30,76.66666666666667,20.0,10.0
Tulum,2025,7,July,28.11935483870968,31.932258064516127,25.193548387096776,6.738709677419356,83.3,19,0,16,1,15.012903225806452,1.8709677419354838,31,61.29032258064516,51.61290322580645,3.225806451612903
Tulum,2025,8,August,28.16774193548387,32.33870967741935,25.135483870967743,7.203225806451612,131.4,19,1,24,1,14.03225806451613,1.8709677419354838,31,61.29032258064516,77.41935483870968,3.225806451612903
Tulum,2025,9,September,27.39333333333333,31.57,24.396666666666665,7.173333333333333,147.4,20,0,18,6,12.21,1.8333333333333333,30,66.66666666666666,60.0,20.0
Tulum,2025,10,October,26.093548387096774,31.03548387096774,22.783870967741933,8.251612903225807,130.1,18,1,11,8,13.23225806451613,1.967741935483871,31,58.06451612903226,35.483870967741936,25.806451612903224
Tulum,2025,11,November,24.64333333333333,29.07,21.203333333333333,7.866666666666666,80.7,11,0,0,24,13.616666666666667,2.6666666666666665,30,36.666666666666664,0.0,80.0
Tulum,2025,12,December,24.306451612903224,28.364516129032257,21.45483870967742,6.909677419354838,99.7,14,1,0,30,14.05483870967742,2.7419354838709675,31,45.16129032258064,0.0,96.7741935483871
